Sample_ID,Collect_DateTime,Ammonia Nitrogen,Conductivity,"Conductivity, Field",Dissolved Oxygen,"Dissolved Oxygen, Field",E. coli,Enterococcus,Fecal Coliform,Nitrite + Nitrate Nitrogen,Orthophosphate Phosphorus,Silica,Temperature,Total Alkalinity,Total Nitrogen,Total Phosphorus,Total Suspended Solids,Turbidity,pH,"pH, Field"
11194,07/05/1983 12:00:00 AM,0.806,,,8.13,,,,130.0,0.392,0.216,,17.6,,,0.241,,,7.3,7.3
11195,07/05/1983 12:00:00 AM,1.08,,,8.16,,,,150.0,0.357,0.312,,17.6,,,0.289,,,7.2,7.2
11196,07/05/1983 12:00:00 AM,1.2,,,8.28,,,,130.0,0.464,0.361,,17.6,,,0.3,,,7.2,7.2
11232,07/14/1983 12:00:00 AM,0.438,,,9.54,,,,1600.0,0.663,0.073,,14.4,,,0.168,,,7.2,7.2
11233,07/14/1983 12:00:00 AM,0.214,66.0,,9.43,,,,1400.0,0.342,0.085,,14.4,,,0.17,44.0,7.3,7.1,7.1
11234,07/14/1983 12:00:00 AM,0.186,,,9.42,,,,1600.0,0.357,0.065,,14.3,,,0.178,,,7.2,7.2
11236,07/19/1983 12:00:00 AM,0.039,,,8.65,,,,120.0,0.087,0.011,,17.1,,,0.036,,,7.3,7.3
11237,07/19/1983 12:00:00 AM,0.037,,,8.75,,,,110.0,0.057,0.013,,17.1,,,0.045,,,7.3,7.3
11238,07/19/1983 12:00:00 AM,0.017,,,8.63,,,,180.0,0.058,0.009,,17.2,,,0.041,,,7.3,7.3
11240,07/26/1983 12:00:00 AM,0.752,,,9.25,,,,500.0,0.3,0.068,,14.8,,,0.095,,,7.1,7.1
11241,07/26/1983 12:00:00 AM,0.685,,,9.21,,,,740.0,0.269,0.059,,14.8,,,0.084,,,7.1,7.1
11242,07/26/1983 12:00:00 AM,0.435,,,9.29,,,,820.0,0.301,0.041,,14.8,,,0.066,,,7.1,7.1
11244,08/02/1983 12:00:00 AM,0.86,,,8.64,,,,130.0,0.254,0.364,,17.7,,,0.364,,,6.3,6.3
11245,08/02/1983 12:00:00 AM,0.82,,,8.65,,,,140.0,0.252,0.333,,17.5,,,0.32,,,6.9,6.9
11246,08/02/1983 12:00:00 AM,0.816,,,8.81,,,,150.0,0.256,0.029,,17.6,,,0.176,,,6.8,6.8
11248,08/09/1983 12:00:00 AM,0.983,152.0,,,,,,180.0,0.342,0.229,,17.5,,,,,2.0,7.1,7.1
11249,08/09/1983 12:00:00 AM,0.762,150.0,,,,,,150.0,0.304,0.185,,17.6,,,,,2.3,7.1,7.1
11250,08/09/1983 12:00:00 AM,0.446,130.0,,,,,,140.0,0.265,0.11,,17.6,,,,,2.0,7.2,7.2
11286,08/18/1983 12:00:00 AM,0.704,,,8.02,,,,170.0,0.327,0.123,,17.1,,,0.13,,,7.2,7.2
11287,08/18/1983 12:00:00 AM,1.97,195.0,,8.05,,,,170.0,0.305,0.25,,17.7,,,0.248,4.67,2.4,7.1,7.1
11288,08/18/1983 12:00:00 AM,1.55,,,7.9,,,,150.0,0.313,0.265,,17.5,,,0.257,,,7.1,7.1
11290,08/23/1983 12:00:00 AM,0.959,,,7.71,,,,190.0,0.32,0.154,,17.6,,,0.209,,,7.3,7.3
11291,08/23/1983 12:00:00 AM,1.0,,,7.8,,,,140.0,0.288,0.135,,17.6,,,0.178,,,7.3,7.3
11292,08/23/1983 12:00:00 AM,0.581,,,8.0,,,,150.0,0.294,0.085,,17.7,,,0.12,,,7.3,7.3
11294,08/30/1983 12:00:00 AM,1.23,,,8.0,,,,1700.0,0.347,0.446,,17.3,,,0.746,,,7.2,7.2
11295,08/30/1983 12:00:00 AM,0.891,,,8.0,,,,2000.0,0.353,0.301,,17.3,,,0.466,,,7.2,7.2
11296,08/30/1983 12:00:00 AM,0.707,,,8.09,,,,2500.0,0.311,0.2,,17.3,,,0.258,,,7.3,7.3
11298,09/06/1983 12:00:00 AM,2.18,225.0,,8.71,,,,110.0,0.418,0.511,,16.2,,,0.706,,2.8,7.1,7.1
11299,09/06/1983 12:00:00 AM,2.44,215.0,,8.62,,,,140.0,0.329,0.615,,16.2,,,0.713,,3.1,7.1,7.1
11300,09/06/1983 12:00:00 AM,2.59,200.0,,8.61,,,,180.0,0.412,0.583,,16.2,,,0.657,,3.4,7.1,7.1
11302,09/13/1983 12:00:00 AM,1.34,,,8.7,,,,220.0,0.303,0.343,,17.1,,,0.46,,,7.5,7.5
11303,09/13/1983 12:00:00 AM,1.26,,,8.89,,,,170.0,0.24,0.335,,17.1,,,0.449,,,7.4,7.4
11304,09/13/1983 12:00:00 AM,1.19,,,8.8,,,,230.0,0.267,0.335,,17.1,,,0.435,,,7.4,7.4
11340,09/22/1983 12:00:00 AM,0.378,,,9.25,,,,100.0,0.232,0.114,,13.7,,,0.133,,,7.1,7.1
11341,09/22/1983 12:00:00 AM,0.643,105.0,,9.22,,,,96.0,0.23,0.172,,13.9,,,0.203,5.67,2.0,7.2,7.2
11342,09/22/1983 12:00:00 AM,0.787,,,9.12,,,,70.0,0.235,0.22,,14.0,,,0.233,,,7.2,7.2
11344,09/27/1983 12:00:00 AM,,,,8.85,,,,81.0,0.235,0.573,,14.3,,,0.573,,,7.1,7.1
11345,09/27/1983 12:00:00 AM,,,,9.0,,,,180.0,0.24,0.357,,14.3,,,0.422,,,7.2,7.2
11346,09/27/1983 12:00:00 AM,0.621,,,9.15,,,,200.0,0.245,0.171,,14.0,,,0.209,,,7.2,7.2
11348,10/04/1983 12:00:00 AM,1.94,,,8.88,,,,110.0,0.405,0.479,,12.8,,,0.553,,,7.2,7.2
11349,10/04/1983 12:00:00 AM,1.64,,,8.99,,,,96.0,0.341,0.42,,13.0,,,0.468,,,7.2,7.2
11350,10/04/1983 12:00:00 AM,0.634,,,9.01,,,,170.0,0.359,0.175,,13.2,,,0.209,,,7.2,7.2
11352,10/11/1983 12:00:00 AM,2.5,,,9.79,,,,51.0,0.223,0.745,,15.2,,,0.786,,,7.1,7.1
11353,10/11/1983 12:00:00 AM,2.14,,,9.74,,,,48.0,0.226,0.671,,15.4,,,0.666,,,7.1,7.1
11354,10/11/1983 12:00:00 AM,2.34,,,9.8,,,,44.0,0.224,0.754,,15.4,,,0.703,,,7.1,7.1
11390,10/20/1983 12:00:00 AM,1.12,,,9.65,,,,80.0,0.292,0.291,,11.0,,,0.317,,,7.3,7.3
11391,10/20/1983 12:00:00 AM,0.856,125.0,,9.63,,,,74.0,0.293,0.229,,10.7,,,0.257,5.0,1.6,7.3,7.3
11392,10/20/1983 12:00:00 AM,0.562,,,9.72,,,,80.0,0.296,0.157,,10.5,,,0.176,,,7.3,7.3
11394,10/25/1983 12:00:00 AM,2.39,,,10.2,,,,69.0,0.307,0.371,,9.8,,,0.45,,,7.2,7.2
11395,10/25/1983 12:00:00 AM,1.35,,,10.4,,,,65.0,0.312,0.209,,9.4,,,0.291,,,7.2,7.2
11396,10/25/1983 12:00:00 AM,1.1,,,10.5,,,,54.0,0.312,0.125,,9.1,,,0.223,,,7.3,7.3
11398,10/26/1983 12:00:00 AM,,,,,,,,,,,,10.3,,,,,,,
11399,10/26/1983 12:00:00 AM,,,,,,,,,,,,10.4,,,,,,,
11400,10/26/1983 12:00:00 AM,,,,,,,,,,,,10.2,,,,,,,
11402,11/01/1983 12:00:00 AM,1.5,,,,,,,600.0,0.331,0.177,,12.5,,,0.222,,,7.1,7.1
11403,11/01/1983 12:00:00 AM,1.4,,,,,,,460.0,0.326,0.147,,12.2,,,0.206,,,7.1,7.1
11404,11/01/1983 12:00:00 AM,0.861,,,,,,,420.0,0.325,0.104,,12.2,,,0.146,,,7.1,7.1
11406,11/08/1983 12:00:00 AM,0.12,,,10.9,,,,120.0,0.389,0.04,,18.2,,,0.06,,,7.0,7.0
11407,11/08/1983 12:00:00 AM,0.279,,,10.8,,,,88.0,0.377,0.048,,18.2,,,0.082,,,7.0,7.0
11408,11/08/1983 12:00:00 AM,0.371,,,10.7,,,,130.0,0.373,0.06,,18.2,,,0.092,,,7.0,7.0
11444,11/17/1983 12:00:00 AM,0.218,50.0,,10.7,,,,230.0,0.382,0.042,,8.6,,,0.08,,16.0,7.1,7.1
11445,11/17/1983 12:00:00 AM,0.179,49.0,,10.7,,,,210.0,0.376,0.035,,8.5,,,0.082,16.7,15.0,7.2,7.2
11446,11/17/1983 12:00:00 AM,0.137,47.0,,10.8,,,,240.0,0.371,0.032,,8.4,,,0.078,,14.0,7.2,7.2
11448,11/22/1983 12:00:00 AM,0.247,,,11.2,,,,88.0,0.446,0.04,,7.2,,,0.066,,,7.2,7.2
11449,11/22/1983 12:00:00 AM,0.237,,,11.1,,,,62.0,0.447,0.036,,7.0,,,0.066,,,7.2,7.2
11450,11/22/1983 12:00:00 AM,0.219,,,11.1,,,,71.0,0.447,0.035,,6.8,,,0.062,,,7.2,7.2
11452,11/29/1983 12:00:00 AM,0.029,,,11.7,,,,210.0,0.398,0.021,,7.1,,,0.046,,,7.4,7.4
11453,11/29/1983 12:00:00 AM,0.036,,,11.7,,,,330.0,0.391,0.023,,7.1,,,0.046,,,7.5,7.5
11454,11/29/1983 12:00:00 AM,0.031,,,11.7,,,,220.0,0.395,0.018,,7.1,,,0.043,,,7.5,7.5
11490,12/15/1983 12:00:00 AM,0.222,,,11.8,,,,130.0,0.421,0.06,,6.0,,,0.103,,,7.2,7.2
11491,12/15/1983 12:00:00 AM,0.188,56.0,,12.0,,,,84.0,0.422,0.057,,6.2,,,0.109,16.0,6.6,7.3,7.3
11492,12/15/1983 12:00:00 AM,0.174,,,11.9,,,,110.0,0.424,0.055,,6.0,,,0.099,,,7.3,7.3
11560,01/19/1984 12:00:00 AM,0.372,,,12.6,,,,940.0,0.513,0.068,,2.3,,,0.114,,,7.0,7.0
11561,01/19/1984 12:00:00 AM,0.418,75.0,,12.6,,,,700.0,0.524,0.077,,2.3,,,0.11,11.7,5.0,7.0,7.0
11562,01/19/1984 12:00:00 AM,0.474,,,12.5,,,,660.0,0.528,0.089,,2.4,,,0.129,,,7.1,7.1
11598,02/16/1984 12:00:00 AM,0.335,,,11.1,,,,420.0,0.401,0.082,,5.9,,,0.194,,,7.0,7.0
11599,02/16/1984 12:00:00 AM,0.347,74.0,,11.1,,,,170.0,0.405,0.086,,5.9,,,0.183,,21.0,7.0,7.0
11600,02/16/1984 12:00:00 AM,0.417,,,11.0,,,,120.0,0.411,0.101,,6.0,,,0.228,,,7.1,7.1
11636,03/15/1984 12:00:00 AM,0.33,,,10.8,,,,780.0,0.33,0.062,,8.1,,,0.085,,,7.2,7.2
11637,03/15/1984 12:00:00 AM,0.357,,,10.8,,,,800.0,0.326,0.057,,8.1,,,0.09,16.8,,7.1,7.1
11638,03/15/1984 12:00:00 AM,0.381,86.0,,10.6,,,,680.0,0.322,0.054,,8.7,,,0.089,,6.1,7.1,7.1
11674,04/12/1984 12:00:00 AM,0.412,,,10.6,,,,210.0,0.355,0.102,,7.5,,,0.123,,,7.0,7.0
11675,04/12/1984 12:00:00 AM,0.393,85.0,,10.8,,,,220.0,0.328,0.086,,7.5,,,0.141,12.0,5.2,7.1,7.1
11676,04/12/1984 12:00:00 AM,0.315,,,10.7,,,,210.0,0.333,0.071,,7.5,,,0.146,,,7.1,7.1
11712,05/17/1984 12:00:00 AM,0.275,,,10.5,,,,120.0,0.235,0.076,,9.4,,,0.1,,,7.1,7.1
11713,05/17/1984 12:00:00 AM,0.232,67.0,,10.6,,,,140.0,0.24,0.066,,9.5,,,0.094,9.0,3.6,7.1,7.1
11714,05/17/1984 12:00:00 AM,0.198,,,10.5,,,,96.0,0.233,0.06,,9.5,,,0.089,,,7.1,7.1
11716,06/05/1984 12:00:00 AM,0.747,,,9.07,,,,140.0,0.323,0.086,,11.8,,,0.142,,,7.1,7.1
11717,06/05/1984 12:00:00 AM,0.753,,,9.01,,,,520.0,0.324,0.091,,11.7,,,0.142,,,7.1,7.1
11718,06/05/1984 12:00:00 AM,0.404,,,8.91,,,,230.0,0.328,0.06,,12.0,,,0.114,,,7.1,7.1
11754,06/14/1984 12:00:00 AM,0.927,,,8.57,,,,80.0,0.33,0.275,,14.9,,,0.278,,,,
11755,06/14/1984 12:00:00 AM,0.933,175.0,,8.61,,,,83.0,0.326,0.278,,14.8,,,0.279,6.68,3.2,7.4,7.4
11756,06/14/1984 12:00:00 AM,0.345,,,8.58,,,,69.0,0.343,0.112,,14.7,,,0.125,,,,
11758,06/19/1984 12:00:00 AM,1.28,225.0,,8.3,,,,100.0,0.397,0.45,,16.5,,,0.477,,,6.8,6.8
11759,06/19/1984 12:00:00 AM,1.24,250.0,,8.33,,,,72.0,0.403,0.442,,16.5,,,0.479,,,6.9,6.9
11760,06/19/1984 12:00:00 AM,0.797,250.0,,8.31,,,,68.0,0.404,0.285,,16.6,,,0.325,,,6.9,6.9
11762,06/26/1984 12:00:00 AM,0.503,,,8.91,,,,110.0,0.262,0.184,,16.1,,,0.231,,,7.2,7.2
11763,06/26/1984 12:00:00 AM,0.431,,,8.93,,,,160.0,0.266,0.162,,16.2,,,0.217,,,7.3,7.3
11764,06/26/1984 12:00:00 AM,0.421,,,8.96,,,,220.0,0.258,0.158,,16.1,,,0.183,,,7.3,7.3
11766,07/02/1984 12:00:00 AM,1.08,,,9.3,,,,56.0,0.291,0.281,,15.6,,,0.308,,,7.2,7.2
11767,07/02/1984 12:00:00 AM,1.07,,,9.21,,,,88.0,0.294,0.281,,15.6,,,0.305,,,7.2,7.2
11768,07/02/1984 12:00:00 AM,0.646,,,9.25,,,,58.0,0.296,0.174,,15.5,,,0.2,,,7.3,7.3
11770,07/10/1984 12:00:00 AM,0.803,,,8.81,,,,84.0,0.395,0.129,,15.1,,,0.176,,,7.1,7.1
11771,07/10/1984 12:00:00 AM,0.788,,,8.83,,,,100.0,0.364,0.129,,14.8,,,0.158,,,7.1,7.1
11772,07/10/1984 12:00:00 AM,0.508,,,8.9,,,,88.0,0.372,0.089,,14.7,,,0.126,,,7.1,7.1
11808,07/19/1984 12:00:00 AM,0.782,,,8.11,,,,180.0,0.399,0.244,,17.1,,,0.324,,,7.4,7.4
11809,07/19/1984 12:00:00 AM,0.817,160.0,,8.03,,,,170.0,0.392,0.251,,17.1,,,0.306,7.34,3.6,7.2,7.2
11810,07/19/1984 12:00:00 AM,0.704,,,8.1,,,,170.0,0.398,0.217,,17.1,,,0.268,,,7.3,7.3
11812,07/24/1984 12:00:00 AM,0.93,,,7.73,,,,84.0,0.445,0.145,,18.8,,,0.191,,,7.1,7.1
11813,07/24/1984 12:00:00 AM,0.99,,,7.79,,,,110.0,0.438,0.155,,18.5,,,0.211,,,7.0,7.0
11814,07/24/1984 12:00:00 AM,0.982,,,7.76,,,,70.0,0.424,0.155,,18.7,,,0.204,,,7.1,7.1
11816,07/31/1984 12:00:00 AM,0.629,,,7.2,,,,300.0,0.438,0.187,,19.6,,,0.308,,,7.1,7.1
11817,07/31/1984 12:00:00 AM,0.369,,,7.23,,,,540.0,0.435,0.148,,19.4,,,0.312,,,7.1,7.1
11818,07/31/1984 12:00:00 AM,0.23,,,7.08,,,,400.0,0.445,0.105,,19.1,,,0.256,,,7.1,7.1
11820,08/07/1984 12:00:00 AM,1.18,,,7.73,,,,130.0,0.338,0.434,,17.3,,,0.534,,,7.0,7.0
11821,08/07/1984 12:00:00 AM,1.23,,,7.45,,,,240.0,0.331,0.459,,17.4,,,0.534,,,7.0,7.0
11822,08/07/1984 12:00:00 AM,1.35,,,7.62,,,,240.0,0.321,0.511,,17.4,,,0.648,,,7.1,7.1
11858,08/16/1984 12:00:00 AM,1.37,,,7.81,,,,180.0,0.389,0.173,,17.9,,,0.252,,,7.2,7.2
11859,08/16/1984 12:00:00 AM,1.42,203.0,,7.8,,,,170.0,0.374,0.182,,17.9,,,0.273,,1.9,7.2,7.2
11860,08/16/1984 12:00:00 AM,1.3,,,7.95,,,,160.0,0.377,0.166,,17.9,,,0.252,,,7.2,7.2
11862,08/21/1984 12:00:00 AM,0.969,,,8.02,,,,180.0,0.359,0.371,,16.9,,,0.387,,,7.0,7.0
11863,08/21/1984 12:00:00 AM,1.05,,,8.89,,,,180.0,0.35,0.404,,17.0,,,0.444,,,7.1,7.1
11864,08/21/1984 12:00:00 AM,1.31,,,8.08,,,,180.0,0.339,0.542,,17.0,,,1.04,,,7.1,7.1
11866,08/28/1984 12:00:00 AM,0.845,,,8.1,,,,240.0,0.443,0.291,,15.4,,,0.315,,,7.0,7.0
11867,08/28/1984 12:00:00 AM,0.761,,,8.1,,,,220.0,0.447,0.279,,15.4,,,0.284,,,7.1,7.1
11868,08/28/1984 12:00:00 AM,0.638,,,8.11,,,,220.0,0.452,,,15.2,,,,,,7.1,7.1
11870,09/04/1984 12:00:00 AM,1.24,,,8.3,,,,92.0,0.394,0.525,,16.7,,,0.533,,,7.1,7.1
11871,09/04/1984 12:00:00 AM,1.35,,,8.2,,,,88.0,0.385,0.595,,16.7,,,0.636,,,7.1,7.1
11872,09/04/1984 12:00:00 AM,1.77,,,8.2,,,,100.0,0.368,0.729,,16.7,,,0.806,,,7.2,7.2
11874,09/11/1984 12:00:00 AM,1.26,,,8.29,,,,160.0,0.43,0.434,,15.5,,,0.495,,,7.2,7.2
11875,09/11/1984 12:00:00 AM,1.29,,,8.35,,,,190.0,0.421,0.448,,15.4,,,0.432,,,7.1,7.1
11876,09/11/1984 12:00:00 AM,1.2,,,8.34,,,,92.0,0.426,0.418,,15.4,,,0.465,,,7.2,7.2
11912,09/20/1984 12:00:00 AM,1.24,,,8.24,,,,210.0,0.477,0.334,,15.2,,,0.369,,,7.1,7.1
11913,09/20/1984 12:00:00 AM,1.32,181.0,,8.4,,,,180.0,0.459,0.354,,15.2,,,0.374,10.0,2.5,7.1,7.1
11914,09/20/1984 12:00:00 AM,1.56,,,8.33,,,,200.0,0.458,0.423,,15.2,,,0.45,,,7.1,7.1
11916,09/25/1984 12:00:00 AM,1.07,,,9.29,,,,71.0,0.413,0.317,,12.7,,,0.307,,,7.2,7.2
11917,09/25/1984 12:00:00 AM,0.924,,,9.29,,,,64.0,0.411,0.276,,12.9,,,0.255,,,7.2,7.2
11918,09/25/1984 12:00:00 AM,0.915,,,9.27,,,,120.0,0.403,0.27,,12.7,,,0.247,,,7.2,7.2
11920,10/02/1984 12:00:00 AM,1.01,,,9.11,,,,96.0,0.322,0.334,,13.4,,,0.313,,,7.2,7.2
11921,10/02/1984 12:00:00 AM,1.05,,,9.11,,,,100.0,0.324,0.339,,13.4,,,0.335,,,7.2,7.2
11922,10/02/1984 12:00:00 AM,1.29,,,9.03,,,,120.0,0.322,0.427,,13.4,,,0.412,,,7.1,7.1
11924,10/09/1984 12:00:00 AM,1.17,,,8.81,,,,330.0,0.462,0.368,,14.5,,,0.455,,,7.2,7.2
11925,10/09/1984 12:00:00 AM,1.24,,,8.84,,,,370.0,0.505,0.391,,14.5,,,0.488,,,7.3,7.3
11926,10/09/1984 12:00:00 AM,1.14,,,8.69,,,,500.0,0.552,0.354,,14.5,,,0.434,,,7.3,7.3
11961,10/18/1984 12:00:00 AM,0.877,,,10.3,,,,130.0,0.354,0.177,,9.1,,,0.208,,,6.9,6.9
11962,10/18/1984 12:00:00 AM,0.897,145.0,,10.3,,,,54.0,0.349,0.178,,9.2,,,0.207,4.34,3.2,6.9,6.9
11963,10/18/1984 12:00:00 AM,1.22,,,10.3,,,,200.0,0.342,0.237,,9.4,,,0.279,,,6.9,6.9
11965,10/23/1984 12:00:00 AM,1.09,,,10.5,,,,980.0,0.32,0.338,,8.2,,,0.354,,,7.1,7.1
11966,10/23/1984 12:00:00 AM,1.23,,,10.4,,,,440.0,0.316,0.387,,8.3,,,0.416,,,7.1,7.1
11967,10/23/1984 12:00:00 AM,1.35,,,10.5,,,,600.0,0.316,0.432,,8.4,,,0.462,,,7.1,7.1
11969,10/30/1984 12:00:00 AM,1.18,,,10.8,,,,56.0,0.269,0.353,,9.1,,,0.401,,,7.0,7.0
11970,10/30/1984 12:00:00 AM,1.19,,,10.8,,,,46.0,0.273,0.358,,9.2,,,0.399,,,7.0,7.0
11971,10/30/1984 12:00:00 AM,1.19,,,10.8,,,,47.0,0.273,0.353,,9.2,,,0.4,,,7.0,7.0
11973,11/06/1984 12:00:00 AM,0.338,,,10.8,,,,230.0,0.347,0.073,,7.9,,,0.125,,,6.9,6.9
11974,11/06/1984 12:00:00 AM,0.345,,,10.7,,,,200.0,0.345,0.075,,7.9,,,0.131,,,6.9,6.9
11975,11/06/1984 12:00:00 AM,0.209,,,10.8,,,,210.0,0.34,0.055,,7.9,,,0.111,,,7.0,7.0
12011,11/16/1984 12:00:00 AM,0.433,,,11.5,,,,36.0,0.294,0.104,,6.1,,,0.141,,,6.9,6.9
12012,11/16/1984 12:00:00 AM,0.376,74.0,,11.3,,,,30.0,0.289,0.091,,6.0,,,0.128,6.66,2.2,7.0,7.0
12013,11/16/1984 12:00:00 AM,0.209,,,11.3,,,,28.0,0.298,0.065,,5.9,,,0.085,,,6.9,6.9
12015,11/20/1984 12:00:00 AM,0.943,,,10.3,,,,100.0,0.354,0.085,,8.1,,,0.128,,,7.0,7.0
12016,11/20/1984 12:00:00 AM,0.556,,,10.5,,,,290.0,0.36,0.068,,8.1,,,0.091,,,7.0,7.0
12017,11/20/1984 12:00:00 AM,0.265,,,10.6,,,,220.0,0.363,0.051,,8.1,,,0.067,,,7.0,7.0
12019,11/27/1984 12:00:00 AM,1.09,,,11.2,,,,120.0,0.415,0.138,,6.9,,,0.198,,,7.0,7.0
12020,11/27/1984 12:00:00 AM,0.991,,,10.9,,,,80.0,0.423,0.12,,6.5,,,0.171,,,7.0,7.0
12021,11/27/1984 12:00:00 AM,0.952,,,10.9,,,,92.0,0.423,0.118,,6.7,,,0.187,,,7.1,7.1
12057,12/12/1984 12:00:00 AM,0.713,115.0,,11.3,,,,330.0,0.691,0.153,,5.7,,,0.213,,3.2,7.2,7.2
12058,12/12/1984 12:00:00 AM,0.676,110.0,,11.3,,,,320.0,0.682,0.145,,5.7,,,0.199,6.33,3.0,7.1,7.1
12059,12/12/1984 12:00:00 AM,0.552,112.0,,11.3,,,,320.0,0.69,0.12,,5.4,,,0.171,,3.1,7.2,7.2
12137,01/17/1985 12:00:00 AM,0.697,152.0,,11.4,,,,170.0,0.687,0.077,,5.6,,,0.105,,4.2,6.9,6.9
12138,01/17/1985 12:00:00 AM,0.705,142.0,,11.4,,,,190.0,0.679,0.074,,5.5,,,0.114,4.34,2.2,7.0,7.0
12139,01/17/1985 12:00:00 AM,0.502,143.0,,11.4,,,,180.0,0.691,0.062,,5.3,,,0.098,,3.2,7.0,7.0
12175,02/14/1985 12:00:00 AM,0.206,102.0,,11.3,,,,130.0,0.777,0.071,,4.4,,,0.104,,3.5,7.1,7.1
12176,02/14/1985 12:00:00 AM,0.772,133.0,,11.3,,,,150.0,0.781,0.146,,4.4,,,0.217,8.25,3.3,7.1,7.1
12177,02/14/1985 12:00:00 AM,0.414,115.0,,11.4,,,,240.0,0.807,0.093,,4.0,,,0.133,,2.8,7.1,7.1
12213,03/21/1985 12:00:00 AM,0.562,86.0,,10.9,,,,68.0,0.384,0.141,,7.7,,,0.177,,2.8,7.2,7.2
12214,03/21/1985 12:00:00 AM,0.524,85.0,,10.8,,,,60.0,0.373,0.132,,7.6,,,0.168,8.0,2.1,7.2,7.2
12215,03/21/1985 12:00:00 AM,0.187,75.0,,10.9,,,,68.0,0.384,0.059,,7.6,,,0.079,,2.5,7.2,7.2
12251,04/18/1985 12:00:00 AM,0.17,,,11.1,,,,45.0,0.186,0.061,,7.6,,,0.071,,,7.1,7.1
12252,04/18/1985 12:00:00 AM,0.147,48.0,,11.1,,,,37.0,0.186,0.056,,7.2,,,0.068,21.7,6.7,7.2,7.2
12253,04/18/1985 12:00:00 AM,0.132,,,11.2,,,,46.0,0.188,0.053,,7.3,,,0.069,,,7.0,7.0
12289,05/16/1985 12:00:00 AM,0.384,,,10.0,,,,47.0,0.211,0.117,,12.2,,,0.124,,,7.1,7.1
12290,05/16/1985 12:00:00 AM,0.413,80.0,,9.95,,,,29.0,0.213,0.125,,12.3,,,0.138,6.33,2.0,7.1,7.1
12291,05/16/1985 12:00:00 AM,0.257,,,10.0,,,,56.0,0.207,0.087,,12.3,,,0.103,,,7.1,7.1
12293,06/04/1985 12:00:00 AM,0.937,,,8.85,,,,54.0,0.161,0.275,,13.0,,,0.296,,,6.5,6.5
12294,06/04/1985 12:00:00 AM,0.998,,,8.84,,,,50.0,0.162,0.304,,13.0,,,0.328,,,6.7,6.7
12295,06/04/1985 12:00:00 AM,0.491,,,8.95,,,,51.0,0.167,0.153,,12.8,,,0.175,,,6.9,6.9
12331,06/13/1985 12:00:00 AM,0.774,,,8.11,,,,660.0,0.373,0.231,,15.5,,,0.237,,,7.0,7.0
12332,06/13/1985 12:00:00 AM,0.85,152.0,,8.2,,,,440.0,0.365,0.248,,15.4,,,0.265,6.0,1.9,7.1,7.1
12333,06/13/1985 12:00:00 AM,0.801,,,8.03,,,,540.0,0.363,0.231,,15.4,,,0.25,,,7.6,7.6
12335,06/18/1985 12:00:00 AM,0.984,,,8.57,,,,120.0,0.251,0.272,,16.7,,,0.293,,,6.9,6.9
12336,06/18/1985 12:00:00 AM,1.09,,,8.44,,,,92.0,0.243,0.303,,16.7,,,0.321,,,6.8,6.8
12337,06/18/1985 12:00:00 AM,0.646,,,8.46,,,,57.0,0.247,0.187,,16.7,,,0.209,,,6.9,6.9
12339,06/25/1985 12:00:00 AM,1.32,,,8.98,,,,110.0,0.248,0.48,,15.0,,,0.447,,,6.8,6.8
12340,06/25/1985 12:00:00 AM,1.39,,,8.99,,,,88.0,0.223,0.514,,15.0,,,0.479,,,6.9,6.9
12341,06/25/1985 12:00:00 AM,0.907,,,9.09,,,,82.0,0.241,0.33,,15.0,,,0.311,,,6.8,6.8
12343,07/02/1985 12:00:00 AM,1.27,,,7.55,,,,1400.0,0.23,0.437,,16.9,,,0.47,,,7.2,7.2
12344,07/02/1985 12:00:00 AM,,,,7.92,,,,280.0,0.216,0.69,,17.0,,,0.685,,,7.2,7.2
12345,07/02/1985 12:00:00 AM,1.58,,,8.05,,,,150.0,0.224,0.528,,16.7,,,0.504,,,7.1,7.1
12347,07/09/1985 12:00:00 AM,1.16,,,7.65,,,,130.0,0.295,0.397,,19.7,,,0.406,,,6.8,6.8
12348,07/09/1985 12:00:00 AM,1.3,,,7.75,,,,120.0,0.285,0.459,,19.5,,,0.471,,,6.8,6.8
12349,07/09/1985 12:00:00 AM,1.44,,,7.69,,,,140.0,0.281,0.472,,19.5,,,0.519,,,6.9,6.9
12385,07/18/1985 12:00:00 AM,1.3,,,7.46,,,,84.0,0.33,0.117,,19.2,,,0.154,,,7.0,7.0
12386,07/18/1985 12:00:00 AM,1.32,166.0,,7.5,,,,57.0,0.321,0.113,,19.0,,,0.162,7.32,2.4,7.1,7.1
12387,07/18/1985 12:00:00 AM,1.04,,,7.55,,,,130.0,0.327,0.088,,19.1,,,0.138,,,7.0,7.0
12389,07/23/1985 12:00:00 AM,2.21,,,6.9,,,,400.0,0.366,0.683,,19.4,,,,,,6.9,6.9
12390,07/23/1985 12:00:00 AM,2.16,,,6.95,,,,540.0,0.336,0.688,,19.4,,,,,,7.0,7.0
12391,07/23/1985 12:00:00 AM,1.54,,,7.0,,,,540.0,0.343,0.544,,19.4,,,,,,7.0,7.0
12393,07/30/1985 12:00:00 AM,2.92,,,7.29,,,,33.0,0.302,1.24,,19.5,,,1.27,,,6.3,6.3
12394,07/30/1985 12:00:00 AM,2.99,,,7.4,,,,150.0,0.297,1.1,,19.5,,,1.14,,,6.6,6.6
