Sample_ID,Collect_DateTime,Ammonia Nitrogen,Conductivity,"Conductivity, Field",Dissolved Oxygen,"Dissolved Oxygen, Field",E. coli,Enterococcus,Fecal Coliform,Nitrite + Nitrate Nitrogen,Orthophosphate Phosphorus,Silica,Temperature,Total Alkalinity,Total Nitrogen,Total Phosphorus,Total Suspended Solids,Turbidity,pH,"pH, Field"
13963,01/28/1988 12:00:00 AM,0.036,105.0,,11.3,,,290.0,320.0,1.21,0.041,,8.0,,,0.071,27.6,15.0,7.5,7.5
13991,02/09/1988 12:00:00 AM,0.01,75.0,,11.9,,,,120.0,1.45,0.009,,6.0,,,0.033,7.33,5.2,7.4,7.4
13992,02/09/1988 12:00:00 AM,0.007,110.0,,10.7,,,,29.0,0.894,0.026,,8.0,,,0.047,5.33,5.4,7.2,7.2
13993,02/09/1988 12:00:00 AM,0.006,65.0,,12.1,,,,20.0,1.53,0.006,,6.0,,,0.031,8.0,4.4,7.4,7.4
14011,11/03/1988 12:00:00 AM,0.043,97.0,,10.1,,,2800.0,900.0,1.09,0.034,,12.3,,,0.062,14.7,7.3,7.2,7.2
14046,03/16/1988 12:00:00 AM,0.009,100.0,,13.3,,,,28.0,1.09,0.008,,5.0,,,0.02,7.0,1.4,7.4,7.4
14047,03/16/1988 12:00:00 AM,0.001,120.0,,11.6,,,,20.0,0.679,0.014,,6.0,,,0.037,4.0,2.0,7.4,7.4
14048,03/16/1988 12:00:00 AM,0.001,110.0,,14.2,,,,29.0,1.16,0.006,,5.0,,,0.013,2.67,1.3,7.5,7.5
14093,04/13/1988 12:00:00 AM,0.005,90.0,,10.5,,,,450.0,,0.008,,10.5,,,0.023,5.33,1.6,7.4,7.4
14094,04/13/1988 12:00:00 AM,0.001,100.0,,9.34,,,,40.0,,0.012,,11.5,,,0.031,4.0,1.8,7.3,7.3
14095,04/13/1988 12:00:00 AM,0.001,80.0,,10.7,,,,24.0,,0.005,,10.2,,,0.023,5.71,1.8,7.4,7.4
14136,05/11/1988 12:00:00 AM,0.001,110.0,,9.6,,,,60.0,0.757,0.009,,13.6,,,0.028,2.33,1.3,7.7,7.7
14137,05/11/1988 12:00:00 AM,0.001,140.0,,9.42,,,,45.0,0.321,0.022,,14.0,,,0.037,3.0,1.3,7.3,7.3
14138,05/11/1988 12:00:00 AM,0.001,110.0,,11.2,,,,50.0,0.833,0.007,,13.8,,,0.022,3.0,1.0,7.6,7.6
14182,06/15/1988 12:00:00 AM,0.007,100.0,,10.4,,,,60.0,0.809,0.012,,14.0,,,0.021,3.67,1.0,7.6,7.6
14183,06/15/1988 12:00:00 AM,0.008,120.0,,9.03,,,,145.0,0.351,0.02,,14.0,,,0.039,4.0,1.3,7.4,7.4
14184,06/15/1988 12:00:00 AM,0.005,100.0,,10.4,,,,30.0,0.882,0.009,,13.5,,,0.016,3.0,1.4,7.5,7.5
14239,07/13/1988 12:00:00 AM,,120.0,,10.1,,,,1800.0,0.717,0.01,,12.0,,,0.033,2.67,1.2,7.6,7.6
14240,07/13/1988 12:00:00 AM,,162.0,,7.75,,,,1080.0,0.395,0.022,,13.0,,,0.037,1.67,1.5,7.3,7.3
14241,07/13/1988 12:00:00 AM,,125.0,,10.8,,,,210.0,0.773,0.009,,12.0,,,0.014,1.33,0.7,7.4,7.4
14296,08/10/1988 12:00:00 AM,0.013,135.0,,10.8,,,,150.0,0.357,0.021,,15.6,,,0.026,3.56,0.7,8.0,8.0
14297,08/10/1988 12:00:00 AM,0.015,175.0,,9.39,,,,1080.0,0.364,0.02,,14.5,,,0.03,2.29,0.9,7.6,7.6
14298,08/10/1988 12:00:00 AM,0.006,145.0,,10.3,,,,100.0,0.661,0.008,,14.3,,,0.017,1.74,0.5,7.6,7.6
14358,09/14/1988 12:00:00 AM,0.021,113.0,,10.1,,,,480.0,0.655,0.018,,13.0,,,0.036,2.6,0.9,7.5,7.5
14359,09/14/1988 12:00:00 AM,0.006,156.0,,9.7,,,,2450.0,0.41,0.02,,13.5,,,0.03,1.6,1.0,7.4,7.4
14360,09/14/1988 12:00:00 AM,0.003,121.0,,10.6,,,,210.0,0.663,0.01,,12.5,,,0.018,1.2,0.7,7.4,7.4
14414,10/11/1988 12:00:00 AM,0.127,138.0,,9.18,,,,1300.0,0.751,0.043,,12.9,,,0.06,5.75,2.2,7.6,7.6
14415,10/11/1988 12:00:00 AM,0.011,176.0,,9.1,,,,1330.0,0.327,0.028,,13.2,,,0.046,1.75,1.7,7.5,7.5
14416,10/11/1988 12:00:00 AM,0.002,146.0,,10.6,,,,120.0,0.716,0.011,,12.0,,,0.026,3.0,0.8,7.5,7.5
14471,11/16/1988 12:00:00 AM,0.02,85.0,,10.8,,,,290.0,1.21,0.016,,8.2,,,0.047,16.5,6.2,7.2,7.2
14472,11/16/1988 12:00:00 AM,0.013,117.0,,9.9,,,,189.0,0.703,0.034,,8.0,,,0.055,11.7,7.4,7.2,7.2
14473,11/16/1988 12:00:00 AM,0.014,21.0,,11.2,,,,390.0,1.28,0.008,,8.1,,,0.038,14.0,5.8,7.3,7.3
14517,12/07/1988 12:00:00 AM,0.021,94.0,,11.3,,,,59.0,1.32,0.016,,8.5,,,0.031,5.75,2.5,7.5,7.5
14518,12/07/1988 12:00:00 AM,0.015,122.0,,10.4,,,,20.0,0.907,0.016,,8.5,,,0.038,2.8,2.3,7.3,7.3
14519,12/07/1988 12:00:00 AM,0.011,90.0,,11.6,,,,58.0,1.39,0.011,,9.0,,,0.027,6.5,2.8,7.3,7.3
14568,08/25/1988 12:00:00 AM,,,,,,,,,,,,13.0,,,,,,,
14569,08/25/1988 12:00:00 AM,,,,,,,,,,,,14.0,,,,,,,
14571,08/25/1988 12:00:00 AM,,,,,,,,,,,,14.0,,,,,,,
14575,08/25/1988 12:00:00 AM,,,,,,,,,,,,13.0,,,,,,,
14579,01/04/1989 12:00:00 AM,0.002,139.0,,11.8,,,60.0,60.0,1.57,0.015,,7.3,,,0.037,13.6,2.7,7.0,7.0
14610,01/11/1989 12:00:00 AM,0.015,78.0,,12.3,,,17.0,33.0,1.58,0.012,,5.0,,,0.044,22.3,5.3,7.3,7.3
14611,01/11/1989 12:00:00 AM,0.011,90.0,,11.6,,,36.0,80.0,1.48,0.008,,5.8,,,0.033,4.89,2.3,7.2,7.2
14612,01/11/1989 12:00:00 AM,0.011,75.0,,12.4,,,8.0,30.0,1.63,0.005,,5.0,,,0.038,21.6,1.3,7.2,7.2
14649,02/16/1989 12:00:00 AM,0.028,120.0,,12.3,,,17.0,76.0,1.38,0.02,,3.9,,,0.031,7.67,4.9,7.5,7.5
14650,02/16/1989 12:00:00 AM,0.042,145.0,,10.9,,,20.0,69.0,0.989,0.049,,4.5,,,0.061,12.4,9.3,6.4,6.4
14651,02/16/1989 12:00:00 AM,0.005,105.0,,12.7,,,730.0,87.0,1.43,0.011,,4.0,,,0.022,4.4,2.0,7.3,7.3
14667,03/09/1989 12:00:00 AM,0.016,81.0,,11.8,,,10.0,50.0,1.78,0.025,,5.6,,,0.037,15.7,8.4,7.2,7.2
14698,03/15/1989 12:00:00 AM,0.005,80.0,,12.2,,,10.0,20.0,1.08,0.014,,5.0,,,0.023,9.5,3.4,7.2,7.2
14699,03/15/1989 12:00:00 AM,0.007,96.0,,11.2,,,6.0,20.0,1.01,0.017,,6.0,,,0.023,5.5,2.5,7.1,7.1
14700,03/15/1989 12:00:00 AM,0.002,78.0,,12.3,,,9.0,30.0,1.65,0.011,,5.0,,,0.017,10.0,3.1,7.1,7.1
14737,04/12/1989 12:00:00 AM,0.003,94.0,,11.5,,,17.0,110.0,1.2,0.01,,7.8,,,0.027,11.8,4.0,7.3,7.3
14738,04/12/1989 12:00:00 AM,0.001,120.0,,10.5,,,17.0,25.0,0.82,0.011,,10.0,,,0.027,3.4,2.2,7.2,7.2
14739,04/12/1989 12:00:00 AM,,90.0,,11.6,,,10.0,42.0,1.27,0.007,,9.5,,,0.025,11.0,3.5,7.2,7.2
14776,05/17/1989 12:00:00 AM,0.007,120.0,,11.0,,,46.0,430.0,0.839,0.016,,11.5,,,0.021,2.4,1.0,7.7,7.7
14777,05/17/1989 12:00:00 AM,0.01,160.0,,10.5,,,319.0,693.0,0.401,0.031,,12.5,,,0.035,2.4,1.3,7.6,7.6
14778,05/17/1989 12:00:00 AM,0.006,110.0,,10.9,,,20.0,49.0,0.91,0.013,,11.0,,,0.016,1.4,0.6,7.5,7.5
14815,06/14/1989 12:00:00 AM,0.002,130.0,,10.3,,,210.0,370.0,0.726,0.011,,13.9,,,0.028,2.8,0.7,7.7,7.7
14816,06/14/1989 12:00:00 AM,0.008,165.0,,8.0,,,395.0,848.0,0.502,0.029,,14.0,,,0.054,3.0,1.5,7.1,7.1
14817,06/14/1989 12:00:00 AM,0.005,125.0,,10.5,,,37.0,160.0,0.8,0.013,,13.3,,,0.022,1.11,0.6,7.5,7.5
14854,07/19/1989 12:00:00 AM,0.011,135.0,,9.9,,,48.0,140.0,0.606,0.025,,15.5,,,0.032,2.5,0.7,7.8,7.8
14855,07/19/1989 12:00:00 AM,0.01,170.0,,8.8,,,450.0,592.0,0.402,0.031,,15.0,,,0.04,2.5,1.3,7.5,7.5
14856,07/19/1989 12:00:00 AM,,130.0,,10.2,,,41.0,170.0,0.679,0.019,,15.5,,,0.026,2.5,0.5,7.7,7.7
14893,08/02/1989 12:00:00 AM,0.003,135.0,,10.3,,,22.0,100.0,0.664,0.03,,13.5,,,0.029,2.8,0.6,7.7,7.7
14894,08/02/1989 12:00:00 AM,0.008,160.0,,8.6,,,359.0,449.0,0.249,0.032,,13.8,,,0.032,2.4,1.6,7.3,7.3
14895,08/02/1989 12:00:00 AM,,135.0,,10.6,,,26.0,30.0,0.7,0.017,,13.0,,,0.017,1.4,0.5,7.6,7.6
14932,09/20/1989 12:00:00 AM,0.022,140.0,,11.0,,,38.0,100.0,0.686,0.03,,10.7,,,0.044,3.4,0.8,7.8,7.8
14933,09/20/1989 12:00:00 AM,0.016,180.0,,9.9,,,71.0,365.0,0.346,0.025,,11.1,,,0.034,3.08,1.5,7.5,7.5
14934,09/20/1989 12:00:00 AM,0.008,140.0,,11.7,,,43.0,80.0,0.711,0.021,,10.0,,,0.024,1.13,0.5,7.5,7.5
14971,10/04/1989 12:00:00 AM,0.063,150.0,,10.7,,,79.0,80.0,0.655,0.006,,9.0,,,0.05,3.2,1.5,7.8,7.8
14972,10/04/1989 12:00:00 AM,0.043,200.0,,9.8,,,101.0,88.0,0.266,0.01,,10.0,,,0.041,4.2,3.0,7.6,7.6
14973,10/04/1989 12:00:00 AM,0.02,160.0,,11.5,,,65.0,70.0,0.637,0.005,,9.0,,,0.029,1.0,0.8,7.8,7.8
14989,12/04/1989 12:00:00 AM,0.046,87.0,,10.8,,,4900.0,600.0,1.59,0.019,,11.1,,,0.451,260.0,98.0,6.9,6.9
15003,10/26/1989 12:00:00 AM,0.056,115.0,,10.4,,,640.0,900.0,0.632,0.04,,10.6,,,0.075,12.4,5.1,7.3,7.3
15030,11/15/1989 12:00:00 AM,0.037,93.0,,11.0,,,28.0,70.0,1.43,,,7.1,,,0.033,7.6,2.5,7.8,7.8
15031,11/15/1989 12:00:00 AM,0.013,140.0,,10.0,,,16.0,18.0,0.789,,,8.8,,,0.041,4.2,2.0,7.5,7.5
15032,11/15/1989 12:00:00 AM,0.015,89.0,,11.7,,,15.0,50.0,1.46,,,7.9,,,0.03,7.4,2.1,7.5,7.5
15069,12/13/1989 12:00:00 AM,0.03,90.0,,12.4,,,10.0,55.0,1.55,0.011,,5.2,,,0.026,10.8,3.3,7.2,7.2
15070,12/13/1989 12:00:00 AM,0.024,110.0,,11.3,,,13.0,34.0,1.16,0.021,,5.7,,,0.026,3.2,2.1,7.1,7.1
15071,12/13/1989 12:00:00 AM,0.019,89.0,,12.6,,,16.0,21.0,1.69,0.009,,5.3,,,0.023,9.4,3.0,7.1,7.1
15100,08/09/1989 12:00:00 AM,,,,,,,,,,,,13.5,,,,,,,
15101,08/09/1989 12:00:00 AM,,,,,,,,,,,,14.0,,,,,,,
15107,08/09/1989 12:00:00 AM,,,,,,,,,,,,14.5,,,,,,,
15123,08/09/1989 12:00:00 AM,,,,,,,,,,,,13.5,,,,,,,
15150,02/21/1990 12:00:00 AM,0.025,80.0,,12.5,,,12.0,80.0,1.4,0.006,,5.0,,,0.022,13.4,5.8,7.3,7.3
15151,02/21/1990 12:00:00 AM,0.019,93.0,,11.8,,,21.0,34.0,0.92,0.006,,5.0,,,0.027,4.22,3.3,7.1,7.1
15152,02/21/1990 12:00:00 AM,0.019,76.0,,12.7,,,18.0,100.0,1.4,0.008,,5.0,,,0.019,13.7,5.9,7.1,7.1
15172,01/04/1990 12:00:00 AM,0.037,87.0,,12.2,,,,120.0,0.899,0.014,,6.5,,,0.066,34.5,16.0,7.2,7.2
15178,01/09/1990 12:00:00 AM,0.032,50.0,,11.0,,,1300.0,1100.0,1.27,0.018,,9.5,,,0.914,798.0,189.0,6.7,6.7
15188,01/30/1990 12:00:00 AM,0.015,71.0,,12.9,,,0.0,120.0,1.27,0.012,,5.5,,,0.036,21.0,8.6,7.4,7.4
15219,03/14/1990 12:00:00 AM,0.017,71.0,,12.1,,,280.0,320.0,0.83,0.009,,3.1,,,0.077,40.0,9.5,7.7,7.7
15220,03/14/1990 12:00:00 AM,0.018,91.0,,11.0,,,64.0,0.0,0.75,0.011,,3.7,,,0.049,12.5,6.6,7.6,7.6
15221,03/14/1990 12:00:00 AM,0.016,72.0,,12.1,,,86.0,290.0,0.91,0.006,,3.0,,,0.101,36.8,13.0,7.6,7.6
15258,04/11/1990 12:00:00 AM,0.015,165.0,,11.5,,,75.0,50.0,0.68,0.007,,10.5,,,0.018,1.8,1.5,,
15259,04/11/1990 12:00:00 AM,0.034,180.0,,9.0,,,28.0,308.0,0.39,0.013,,10.5,,,0.028,2.8,1.8,,
15260,04/11/1990 12:00:00 AM,0.01,125.0,,12.3,,,16.0,43.0,0.71,0.009,,10.6,,,0.011,1.8,0.8,,
15297,05/15/1990 12:00:00 AM,0.012,90.0,,11.3,,,43.0,490.0,0.65,0.01,,9.5,,,0.027,4.17,1.4,,
15298,05/15/1990 12:00:00 AM,0.016,120.0,,10.1,,,61.0,883.0,0.22,0.021,,10.5,,,0.045,4.75,1.4,,
15299,05/15/1990 12:00:00 AM,,90.0,,11.4,,,27.0,140.0,0.64,0.009,,10.0,,,0.024,3.23,1.2,,
15336,06/13/1990 12:00:00 AM,0.016,72.0,,9.6,,,160.0,270.0,0.73,0.007,,10.1,,,0.05,21.8,8.4,7.2,7.2
15337,06/13/1990 12:00:00 AM,0.014,93.0,,10.9,,,61.0,212.0,0.3,0.015,,11.6,,,0.043,1.8,2.0,7.1,7.1
15338,06/13/1990 12:00:00 AM,0.015,68.0,,10.9,,,290.0,290.0,0.64,0.006,,10.1,,,0.046,22.0,7.5,7.1,7.1
15375,07/18/1990 12:00:00 AM,0.013,120.0,,10.4,,,25.0,40.0,0.71,0.012,,15.5,,,0.022,2.4,1.0,7.5,7.5
15376,07/18/1990 12:00:00 AM,0.036,155.0,,8.0,,,240.0,338.0,0.19,0.024,,16.0,,,0.048,3.06,1.8,7.0,7.0
15377,07/18/1990 12:00:00 AM,,120.0,,10.4,,,26.0,100.0,0.75,0.01,,14.5,,,0.016,1.0,0.6,7.4,7.4
15414,08/15/1990 12:00:00 AM,0.033,125.0,,10.3,,,33.0,90.0,0.75,0.018,,17.2,,,0.033,2.4,1.0,7.7,7.7
15415,08/15/1990 12:00:00 AM,0.077,182.0,,6.7,,,41.0,88.0,0.088,0.036,,16.3,,,0.044,2.4,1.8,7.0,7.0
15416,08/15/1990 12:00:00 AM,,201.0,,10.7,,,27.0,83.0,0.91,0.012,,14.9,,,0.021,2.4,0.5,7.7,7.7
15453,09/12/1990 12:00:00 AM,0.035,135.0,,9.9,,,470.0,160.0,0.75,0.021,,13.8,,,0.032,3.2,0.9,7.5,7.5
15454,09/12/1990 12:00:00 AM,0.023,195.0,,8.6,,,41.0,46.0,0.16,0.019,,15.5,,,0.035,3.8,1.6,7.3,7.3
15455,09/12/1990 12:00:00 AM,,135.0,,10.5,,,48.0,180.0,0.74,0.013,,13.8,,,0.025,1.2,0.6,7.5,7.5
15492,10/30/1990 12:00:00 AM,0.08,110.0,,10.5,,,260.0,110.0,1.4,0.019,,9.8,,,0.042,4.0,1.6,7.0,7.0
15493,10/30/1990 12:00:00 AM,0.034,130.0,,9.3,,,130.0,30.0,0.19,0.025,,9.8,,,0.056,6.39,1.8,6.9,6.9
15494,10/30/1990 12:00:00 AM,0.027,100.0,,11.0,,,8000.0,1600.0,1.3,0.012,,9.8,,,0.025,2.6,1.2,7.0,7.0
15510,10/16/1990 12:00:00 AM,0.071,94.0,,10.7,,,50.0,400.0,1.5,0.024,,9.2,,,0.074,21.3,8.5,7.3,7.3
15524,10/31/1990 12:00:00 AM,0.053,100.0,,10.4,,,2600.0,1300.0,1.3,0.018,,9.5,,,0.083,25.7,12.0,7.2,7.2
15530,11/13/1990 12:00:00 AM,0.015,67.0,,10.5,,,2200.0,500.0,1.6,0.013,,10.3,,,0.252,241.0,50.0,7.1,7.1
15564,09/13/1990 12:00:00 AM,,,,,,,,,,,,12.5,,,,,,,
15565,09/13/1990 12:00:00 AM,,,,,,,,,,,,12.5,,,,,,,
15589,09/13/1990 12:00:00 AM,,,,,,,,,,,,12.6,,,,,,,
15593,01/15/1991 12:00:00 AM,0.017,66.0,,11.8,,,150.0,34.0,1.7,0.014,,7.0,,,0.084,70.0,26.0,6.7,6.7
15624,01/30/1991 12:00:00 AM,0.016,102.0,,12.9,,,9.0,11.0,1.2,0.009,,3.5,,,0.018,5.6,1.7,7.8,7.8
15625,01/30/1991 12:00:00 AM,0.02,119.0,,11.7,,,72.0,8.0,0.79,0.01,,3.5,,,0.025,2.8,1.6,7.6,7.6
15626,01/30/1991 12:00:00 AM,0.011,101.0,,13.0,,,7.0,12.0,1.6,0.01,,3.0,,,0.018,6.0,1.8,7.4,7.4
15642,02/19/1991 12:00:00 AM,,61.0,,11.3,,,1800.0,3000.0,0.99,0.013,,8.6,,,0.794,567.0,144.0,7.1,7.1
15673,02/27/1991 12:00:00 AM,0.024,74.0,,11.8,,,12.0,17.0,1.5,0.009,,6.0,,,0.033,15.8,4.9,7.0,7.0
15674,02/27/1991 12:00:00 AM,0.012,83.0,,11.0,,,48.0,18.0,1.1,0.009,,6.0,,,0.025,3.6,2.0,7.0,7.0
15675,02/27/1991 12:00:00 AM,0.013,74.0,,11.9,,,1.0,7.0,1.4,0.008,,6.0,,,0.039,21.8,5.3,7.0,7.0
15712,03/12/1991 12:00:00 AM,0.019,71.0,,12.0,,,230.0,210.0,1.3,0.007,,6.0,,,0.064,119.0,5.5,7.4,7.4
15713,03/12/1991 12:00:00 AM,0.029,81.0,,11.2,,,62.0,26.0,0.99,0.007,,6.0,,,0.041,18.1,5.7,7.3,7.3
15714,03/12/1991 12:00:00 AM,0.019,70.0,,12.1,,,260.0,350.0,1.4,,,6.0,,,0.068,80.0,28.0,7.3,7.3
15751,04/09/1991 12:00:00 AM,0.02,77.0,,11.5,,,80.0,130.0,1.5,0.009,,7.5,,,0.037,33.3,13.0,7.4,7.4
15752,04/09/1991 12:00:00 AM,0.011,82.0,,10.8,,,28.0,60.0,0.84,0.007,,7.5,,,0.025,4.0,2.9,7.4,7.4
15753,04/09/1991 12:00:00 AM,0.011,75.0,,11.7,,,100.0,60.0,1.0,0.005,,7.5,,,0.034,32.7,13.0,7.4,7.4
15790,05/08/1991 12:00:00 AM,0.02,96.0,,11.0,,,360.0,600.0,0.62,0.005,,10.5,,,0.038,7.6,4.0,7.5,7.5
15791,05/08/1991 12:00:00 AM,0.011,109.0,,9.7,,,280.0,490.0,0.17,0.014,,11.5,,,0.053,6.0,2.6,7.4,7.4
15792,05/08/1991 12:00:00 AM,0.01,93.0,,11.0,,,410.0,800.0,0.67,0.007,,10.0,,,0.041,14.0,3.9,7.5,7.5
15836,06/18/1991 12:00:00 AM,0.012,108.0,,11.1,,,40.0,80.0,0.6,0.009,,11.8,,,0.021,3.4,0.9,7.7,7.7
15837,06/18/1991 12:00:00 AM,0.018,130.0,,8.9,,,15.0,55.0,0.19,0.022,,13.5,,,0.044,1.8,1.3,7.4,7.4
15838,06/18/1991 12:00:00 AM,,105.0,,11.2,,,21.0,50.0,0.71,0.005,,11.5,,,0.018,3.8,1.0,7.7,7.7
15879,07/17/1991 12:00:00 AM,0.027,134.0,,10.0,,,56.0,60.0,0.72,0.016,,14.0,,,0.032,4.4,0.8,7.7,7.7
15880,07/17/1991 12:00:00 AM,0.055,170.0,,7.8,,,33.0,41.0,0.13,0.026,,16.0,,,0.05,4.2,2.1,7.2,7.2
15881,07/17/1991 12:00:00 AM,0.017,139.0,,10.2,,,13.0,48.0,0.73,0.012,,13.5,,,0.023,0.6,0.7,7.6,7.6
15922,08/20/1991 12:00:00 AM,0.011,138.0,,10.6,,,160.0,170.0,0.68,0.018,,16.0,,,0.042,2.0,1.0,8.0,8.0
15923,08/20/1991 12:00:00 AM,0.028,185.0,,7.6,,,220.0,270.0,0.055,0.022,,18.5,,,0.049,1.8,2.2,7.3,7.3
15924,08/20/1991 12:00:00 AM,,139.0,,9.8,,,56.0,120.0,0.82,0.013,,16.0,,,0.022,1.4,0.7,7.7,7.7
15942,08/27/1991 12:00:00 AM,0.019,129.0,,9.4,,,490.0,500.0,0.63,0.017,,14.0,,,0.032,1.6,1.5,7.7,7.7
15976,09/24/1991 12:00:00 AM,0.021,157.0,,10.9,,,320.0,800.0,0.69,0.015,,13.1,,,0.033,2.78,1.5,7.6,7.6
15977,09/24/1991 12:00:00 AM,,187.0,,9.2,,,36.0,59.0,0.11,0.016,,14.5,,,0.034,4.17,3.5,7.2,7.2
15978,09/24/1991 12:00:00 AM,,155.0,,11.3,,,53.0,190.0,0.68,0.008,,13.6,,,0.017,2.14,1.5,7.3,7.3
16016,10/15/1991 12:00:00 AM,0.08,148.0,,10.5,,,120.0,110.0,0.72,0.023,,11.0,,,0.038,3.0,1.0,7.7,7.7
16017,10/15/1991 12:00:00 AM,,204.0,,9.8,,,74.0,40.0,0.074,0.015,,11.8,,,0.031,2.0,2.5,7.6,7.6
16018,10/15/1991 12:00:00 AM,,148.0,,11.3,,,53.0,44.0,0.67,0.007,,10.8,,,0.014,2.6,0.5,7.8,7.8
16034,11/05/1991 12:00:00 AM,0.047,117.0,,10.0,,,2000.0,1200.0,0.69,0.025,,10.5,,,0.154,38.8,18.0,7.4,7.4
16065,11/13/1991 12:00:00 AM,0.057,124.0,,10.6,,,160.0,59.0,0.95,0.022,,10.7,,,0.04,3.59,2.0,7.5,7.5
16066,11/13/1991 12:00:00 AM,0.013,165.0,,9.2,,,270.0,26.0,0.16,0.028,,11.2,,,0.051,5.43,4.1,7.3,7.3
16067,11/13/1991 12:00:00 AM,,119.0,,11.0,,,210.0,90.0,1.0,0.012,,10.5,,,0.026,5.37,2.4,7.5,7.5
16083,11/19/1991 12:00:00 AM,0.041,96.0,,10.5,,,390.0,300.0,0.94,0.037,,10.1,,,0.079,8.5,8.0,7.4,7.4
16093,12/18/1991 12:00:00 AM,0.035,103.0,,11.6,,,133.0,130.0,1.2,0.047,,5.6,,,0.047,9.4,7.3,7.4,7.4
16124,12/17/1991 12:00:00 AM,0.026,99.0,,12.2,,,30.0,33.0,1.6,0.051,,4.0,,,0.035,5.6,2.0,7.4,7.4
16125,12/17/1991 12:00:00 AM,0.019,118.0,,11.3,,,3.0,13.0,1.0,0.065,,3.5,,,0.042,2.4,1.7,7.3,7.3
16126,12/17/1991 12:00:00 AM,0.016,93.0,,12.2,,,6.0,17.0,1.4,0.036,,4.0,,,0.022,5.8,1.6,7.4,7.4
16156,09/18/1991 12:00:00 AM,,,,,,,,,,,,17.0,,,,,,,
16160,09/18/1991 12:00:00 AM,,,,,,,,,,,,14.0,,,,,,,
16161,09/18/1991 12:00:00 AM,,,,,,,,,,,,18.0,,,,,,,
16188,01/14/1992 12:00:00 AM,0.034,108.0,,11.9,,,33.0,53.0,1.3,0.022,,6.5,,,0.045,2.8,1.5,7.5,7.5
16189,01/14/1992 12:00:00 AM,0.013,118.0,,11.0,,,3.0,30.0,0.85,0.021,,6.0,,,0.043,2.0,1.7,7.4,7.4
16190,01/14/1992 12:00:00 AM,0.011,106.0,,12.3,,,18.0,43.0,1.2,0.012,,6.0,,,0.022,2.6,1.3,7.3,7.3
16227,02/25/1992 12:00:00 AM,0.026,90.0,,11.2,,,28.0,38.0,1.4,0.014,,8.8,,,0.025,6.0,2.0,7.0,7.0
16228,02/25/1992 12:00:00 AM,0.013,98.0,,10.7,,,1.0,36.0,1.0,0.014,,9.0,,,0.026,3.0,1.7,7.1,7.1
16229,02/25/1992 12:00:00 AM,0.01,91.0,,11.3,,,36.0,15.0,1.4,0.009,,8.8,,,0.031,6.75,2.2,7.1,7.1
16266,04/29/1992 12:00:00 AM,0.032,83.0,,10.4,,,1400.0,1000.0,0.77,0.015,,12.5,,,0.11,50.0,16.0,7.5,7.5
16291,03/10/1992 12:00:00 AM,0.023,109.0,,11.9,,,280.0,14.0,1.1,0.013,,6.9,,,0.027,4.0,1.4,7.5,7.5
16292,03/10/1992 12:00:00 AM,,120.0,,10.6,,,6.0,4.0,0.53,0.016,,7.8,,,0.042,2.25,2.0,7.4,7.4
16293,03/10/1992 12:00:00 AM,,110.0,,12.1,,,150.0,90.0,1.1,0.009,,6.9,,,0.019,2.75,1.4,7.5,7.5
16331,04/14/1992 12:00:00 AM,0.019,102.0,,11.6,,,130.0,120.0,0.8,0.012,,12.0,,,0.03,4.6,1.6,7.4,7.4
16332,04/14/1992 12:00:00 AM,0.026,117.0,,9.5,,,420.0,70.0,0.26,0.013,,12.9,,,0.043,5.2,3.0,7.1,7.1
16333,04/14/1992 12:00:00 AM,0.013,101.0,,11.0,,,58.0,54.0,0.86,0.008,,12.2,,,0.018,4.6,1.7,7.3,7.3
16370,06/29/1992 12:00:00 AM,0.013,99.0,,9.8,,,1800.0,1400.0,0.63,0.012,,14.9,,,0.049,13.0,3.4,7.2,7.2
16396,05/13/1992 12:00:00 AM,,102.0,,12.1,,,22.0,49.0,0.71,0.009,,12.5,,,0.029,2.2,0.7,7.9,7.9
16397,05/13/1992 12:00:00 AM,0.01,126.0,,9.7,,,10.0,15.0,0.17,0.019,,13.4,,,0.047,3.4,2.7,7.1,7.1
16398,05/13/1992 12:00:00 AM,,107.0,,11.3,,,8.0,35.0,0.81,0.007,,13.0,,,0.045,2.0,0.7,7.6,7.6
16440,06/09/1992 12:00:00 AM,0.011,120.0,,12.0,,,39.0,100.0,0.54,,,15.0,,,0.015,2.0,0.5,8.6,8.6
16441,06/09/1992 12:00:00 AM,0.033,163.0,,8.4,,,230.0,420.0,0.082,0.027,,17.0,,,0.056,5.8,2.3,7.5,7.5
16442,06/09/1992 12:00:00 AM,0.017,144.0,,10.8,,,41.0,50.0,0.63,0.007,,15.5,,,0.011,2.6,0.4,8.0,8.0
16484,10/19/1992 12:00:00 AM,0.12,140.0,,8.9,,,1600.0,700.0,0.46,0.025,,12.2,,,0.074,19.2,4.7,6.7,6.7
16510,07/21/1992 12:00:00 AM,,151.0,,9.8,,,160.0,190.0,0.62,0.009,,15.6,,,0.023,2.8,1.0,8.1,8.1
16511,07/21/1992 12:00:00 AM,0.058,190.0,,6.5,,,1000.0,410.0,0.12,0.046,,18.0,,,0.071,3.2,2.1,7.6,7.6
16512,07/21/1992 12:00:00 AM,,153.0,,9.8,,,110.0,130.0,0.66,0.013,,15.0,,,0.025,2.8,0.6,8.0,8.0
